,file,cid,pos,lemma,path,fileN,status
2164,405600,6,4,avasTA,../TextSegmentation/corrected_10to20/405600.p,405600.p,accepted
2165,246494,0,0,upasTA,../TextSegmentation/corrected_10to20/246494.p,246494.p,accepted
2166,222875,2,0,kaTay,../TextSegmentation/corrected_10to20/222875.p,222875.p,accepted
2167,276680,2,0,Bavizya,../TextSegmentation/corrected_10to20/276680.p,276680.p,accepted
2168,209560,3,0,ganDaka,../TextSegmentation/corrected_10to20/209560.p,209560.p,accepted
2169,414422,0,0,nivAray,../TextSegmentation/corrected_10to20/414422.p,414422.p,accepted
2171,415650,1,0,maT,../TextSegmentation/corrected_10to20/415650.p,415650.p,accepted
2172,413699,7,0,tapasvin,../TextSegmentation/corrected_10to20/413699.p,413699.p,accepted
2174,14243,3,0,saMgrah,../TextSegmentation/corrected_10to20/14243.p,14243.p,accepted
2176,150596,6,0,prabAD,../TextSegmentation/corrected_10to20/150596.p,150596.p,accepted
2177,167086,3,0,taTAviDa,../TextSegmentation/corrected_10to20/167086.p,167086.p,accepted
2178,5283,2,0,SanivAra,../TextSegmentation/corrected_10to20/5283.p,5283.p,accepted
2179,442375,0,0,vAmanapurARa,../TextSegmentation/corrected_10to20/442375.p,442375.p,accepted
2180,252122,0,0,pativratA,../TextSegmentation/corrected_10to20/252122.p,252122.p,accepted
2181,172572,0,0,nimitta,../TextSegmentation/corrected_10to20/172572.p,172572.p,accepted
2183,219056,0,15,biqAla,../TextSegmentation/corrected_10to20/219056.p,219056.p,accepted
2184,167854,6,0,AviS,../TextSegmentation/corrected_10to20/167854.p,167854.p,accepted
2185,211029,2,15,ASri,../TextSegmentation/corrected_10to20/211029.p,211029.p,accepted
2187,234857,2,0,ityAdi,../TextSegmentation/corrected_10to20/234857.p,234857.p,accepted
2188,215951,6,0,pAyay,../TextSegmentation/corrected_10to20/215951.p,215951.p,accepted
2189,159141,1,0,tAlaka,../TextSegmentation/corrected_10to20/159141.p,159141.p,accepted
2190,275822,0,0,SElAdi,../TextSegmentation/corrected_10to20/275822.p,275822.p,accepted
2192,154942,4,0,yuDizWira,../TextSegmentation/corrected_10to20/154942.p,154942.p,accepted
2193,421708,1,0,kaTay,../TextSegmentation/corrected_10to20/421708.p,421708.p,accepted
2194,285986,2,0,Bavizya,../TextSegmentation/corrected_10to20/285986.p,285986.p,accepted
2196,422972,3,0,Agam,../TextSegmentation/corrected_10to20/422972.p,422972.p,accepted
2197,436401,1,0,hita,../TextSegmentation/corrected_10to20/436401.p,436401.p,accepted
2198,187668,0,0,naktamAla,../TextSegmentation/corrected_10to20/187668.p,187668.p,accepted
2199,231846,1,0,divasa,../TextSegmentation/corrected_10to20/231846.p,231846.p,accepted
2201,183454,2,0,vyADi,../TextSegmentation/corrected_10to20/183454.p,183454.p,accepted
2203,433863,1,0,jyotis,../TextSegmentation/corrected_10to20/433863.p,433863.p,accepted
2204,230862,4,0,pratyekam,../TextSegmentation/corrected_10to20/230862.p,230862.p,accepted
2205,257202,1,0,vegavant,../TextSegmentation/corrected_10to20/257202.p,257202.p,accepted
2206,429516,0,0,Danvantari,../TextSegmentation/corrected_10to20/429516.p,429516.p,accepted
2207,268634,1,9,aBAva,../TextSegmentation/corrected_10to20/268634.p,268634.p,accepted
2209,24137,4,0,nitarAm,../TextSegmentation/corrected_10to20/24137.p,24137.p,accepted
2210,290782,3,6,iha,../TextSegmentation/corrected_10to20/290782.p,290782.p,accepted
2211,237322,2,0,AsTA,../TextSegmentation/corrected_10to20/237322.p,237322.p,accepted
2213,295419,2,0,pracoday,../TextSegmentation/corrected_10to20/295419.p,295419.p,accepted
2214,429086,2,0,brahmavEvarta,../TextSegmentation/corrected_10to20/429086.p,429086.p,accepted
2215,259011,0,0,ahiMsant,../TextSegmentation/corrected_10to20/259011.p,259011.p,accepted
2216,437069,1,3,rAtra,../TextSegmentation/corrected_10to20/437069.p,437069.p,accepted
2219,246110,5,0,vimala,../TextSegmentation/corrected_10to20/246110.p,246110.p,accepted
2220,414364,2,0,utsfj,../TextSegmentation/corrected_10to20/414364.p,414364.p,accepted
2221,274215,1,0,pippalI,../TextSegmentation/corrected_10to20/274215.p,274215.p,accepted
2222,179123,3,0,DaraRI,../TextSegmentation/corrected_10to20/179123.p,179123.p,accepted
2223,419953,0,0,viSva,../TextSegmentation/corrected_10to20/419953.p,419953.p,accepted
2224,175116,3,9,kovida,../TextSegmentation/corrected_10to20/175116.p,175116.p,accepted
2225,11097,0,4,Adi,../TextSegmentation/corrected_10to20/11097.p,11097.p,accepted
2226,432956,1,0,pralI,../TextSegmentation/corrected_10to20/432956.p,432956.p,accepted
2227,413264,1,7,sEnya,../TextSegmentation/corrected_10to20/413264.p,413264.p,accepted
2228,213436,2,0,rAjan,../TextSegmentation/corrected_10to20/213436.p,213436.p,accepted
2229,279061,0,3,apAtrIkaraRa,../TextSegmentation/corrected_10to20/279061.p,279061.p,accepted
2230,295366,2,0,gAyatrI,../TextSegmentation/corrected_10to20/295366.p,295366.p,accepted
2233,220857,3,0,virUpAkza,../TextSegmentation/corrected_10to20/220857.p,220857.p,accepted
2234,291699,3,0,BuvaneSvarI,../TextSegmentation/corrected_10to20/291699.p,291699.p,accepted
2235,434505,4,0,niScaya,../TextSegmentation/corrected_10to20/434505.p,434505.p,accepted
2237,214903,1,3,Adi,../TextSegmentation/corrected_10to20/214903.p,214903.p,accepted
2238,193437,0,0,apluta,../TextSegmentation/corrected_10to20/193437.p,193437.p,accepted
2239,18786,2,0,kadAcid,../TextSegmentation/corrected_10to20/18786.p,18786.p,accepted
2240,254793,2,0,somaSarman,../TextSegmentation/corrected_10to20/254793.p,254793.p,accepted
2243,272066,6,0,Druvam,../TextSegmentation/corrected_10to20/272066.p,272066.p,accepted
2244,424991,0,1,Adi,../TextSegmentation/corrected_10to20/424991.p,424991.p,accepted
2246,213468,6,0,nASay,../TextSegmentation/corrected_10to20/213468.p,213468.p,accepted
2247,439421,4,5,vismaraRa,../TextSegmentation/corrected_10to20/439421.p,439421.p,accepted
2248,252586,0,0,aSakya,../TextSegmentation/corrected_10to20/252586.p,252586.p,accepted
2250,227849,2,0,aSrAnta,../TextSegmentation/corrected_10to20/227849.p,227849.p,accepted
2251,162372,3,0,janitrI,../TextSegmentation/corrected_10to20/162372.p,162372.p,accepted
2252,175159,1,0,vaNgeSvara,../TextSegmentation/corrected_10to20/175159.p,175159.p,accepted
2253,420475,1,0,dvijAti,../TextSegmentation/corrected_10to20/420475.p,420475.p,accepted
2254,239655,2,10,viza,../TextSegmentation/corrected_10to20/239655.p,239655.p,accepted
2255,222577,3,0,paraSvaDa,../TextSegmentation/corrected_10to20/222577.p,222577.p,accepted
2256,206832,0,19,dvAdaSa,../TextSegmentation/corrected_10to20/206832.p,206832.p,accepted
2257,272544,1,0,praTamarAtra,../TextSegmentation/corrected_10to20/272544.p,272544.p,accepted
2259,403246,5,0,niS,../TextSegmentation/corrected_10to20/403246.p,403246.p,accepted
2264,25787,7,0,viSiz,../TextSegmentation/corrected_10to20/25787.p,25787.p,accepted
2265,214400,3,12,saMyuta,../TextSegmentation/corrected_10to20/214400.p,214400.p,accepted
2266,233445,4,0,Siva,../TextSegmentation/corrected_10to20/233445.p,233445.p,accepted
2267,440466,1,0,puRqarIkAkza,../TextSegmentation/corrected_10to20/440466.p,440466.p,accepted
2268,218932,4,6,piRqa,../TextSegmentation/corrected_10to20/218932.p,218932.p,accepted
2269,441079,0,0,trElokyasaMmohanatantra,../TextSegmentation/corrected_10to20/441079.p,441079.p,accepted
2270,221103,0,18,daDi,../TextSegmentation/corrected_10to20/221103.p,221103.p,accepted
2271,253034,0,0,kowi,../TextSegmentation/corrected_10to20/253034.p,253034.p,accepted
2274,290553,0,3,aha,../TextSegmentation/corrected_10to20/290553.p,290553.p,accepted
2275,24235,0,0,caSabda,../TextSegmentation/corrected_10to20/24235.p,24235.p,accepted
2277,403103,4,0,niSA,../TextSegmentation/corrected_10to20/403103.p,403103.p,accepted
2278,24535,1,0,viparIta,../TextSegmentation/corrected_10to20/24535.p,24535.p,accepted
2280,438012,2,0,samASvAsay,../TextSegmentation/corrected_10to20/438012.p,438012.p,accepted
2281,166941,4,0,pratyaham,../TextSegmentation/corrected_10to20/166941.p,166941.p,accepted
2282,20830,0,0,ayaSas,../TextSegmentation/corrected_10to20/20830.p,20830.p,accepted
2283,255186,3,5,prApti,../TextSegmentation/corrected_10to20/255186.p,255186.p,accepted
2284,416940,2,0,kaScid,../TextSegmentation/corrected_10to20/416940.p,416940.p,accepted
2285,286562,2,0,nimIl,../TextSegmentation/corrected_10to20/286562.p,286562.p,accepted
2286,261481,0,0,prasTApay,../TextSegmentation/corrected_10to20/261481.p,261481.p,accepted
2288,168229,2,0,AyA,../TextSegmentation/corrected_10to20/168229.p,168229.p,accepted
2289,178815,0,0,adUra,../TextSegmentation/corrected_10to20/178815.p,178815.p,accepted
2290,222264,2,0,kzudvant,../TextSegmentation/corrected_10to20/222264.p,222264.p,accepted
2291,157008,5,0,AviS,../TextSegmentation/corrected_10to20/157008.p,157008.p,accepted
2292,153312,3,0,bali,../TextSegmentation/corrected_10to20/153312.p,153312.p,accepted
2293,155963,4,0,dits,../TextSegmentation/corrected_10to20/155963.p,155963.p,accepted
2296,225208,4,9,mahA,../TextSegmentation/corrected_10to20/225208.p,225208.p,accepted
2297,161403,3,0,vIkz,../TextSegmentation/corrected_10to20/161403.p,161403.p,accepted
2298,278853,0,0,manohara,../TextSegmentation/corrected_10to20/278853.p,278853.p,accepted
2299,274627,0,0,nipuRa,../TextSegmentation/corrected_10to20/274627.p,274627.p,accepted
2300,413278,3,0,mahA,../TextSegmentation/corrected_10to20/413278.p,413278.p,accepted
2301,244115,0,0,pUyAlasa,../TextSegmentation/corrected_10to20/244115.p,244115.p,accepted
2302,172097,0,0,coday,../TextSegmentation/corrected_10to20/172097.p,172097.p,accepted
2303,170876,6,0,bfhaspati,../TextSegmentation/corrected_10to20/170876.p,170876.p,accepted
2304,294146,0,0,trayodaSan,../TextSegmentation/corrected_10to20/294146.p,294146.p,accepted
2305,292201,1,0,kaScid,../TextSegmentation/corrected_10to20/292201.p,292201.p,accepted
2306,154127,1,0,cUrRay,../TextSegmentation/corrected_10to20/154127.p,154127.p,accepted
2308,155562,0,0,vESya,../TextSegmentation/corrected_10to20/155562.p,155562.p,accepted
2309,246667,0,0,SatabAhu,../TextSegmentation/corrected_10to20/246667.p,246667.p,accepted
2311,434594,1,0,asant,../TextSegmentation/corrected_10to20/434594.p,434594.p,accepted
2312,290536,2,0,parimARa,../TextSegmentation/corrected_10to20/290536.p,290536.p,accepted
2313,227516,0,0,prakf,../TextSegmentation/corrected_10to20/227516.p,227516.p,accepted
2314,158608,1,0,ganDakavAri,../TextSegmentation/corrected_10to20/158608.p,158608.p,accepted
2315,244949,2,0,tva,../TextSegmentation/corrected_10to20/244949.p,244949.p,accepted
2317,24281,1,0,nirdeSa,../TextSegmentation/corrected_10to20/24281.p,24281.p,accepted
2318,255438,1,4,viSiz,../TextSegmentation/corrected_10to20/255438.p,255438.p,accepted
2320,214576,2,12,anvita,../TextSegmentation/corrected_10to20/214576.p,214576.p,accepted
2321,211916,3,4,yoni,../TextSegmentation/corrected_10to20/211916.p,211916.p,accepted
2322,293376,1,0,yajYa,../TextSegmentation/corrected_10to20/293376.p,293376.p,accepted
2323,219284,1,7,atIsAra,../TextSegmentation/corrected_10to20/219284.p,219284.p,accepted
2324,245290,5,0,trivizwapa,../TextSegmentation/corrected_10to20/245290.p,245290.p,accepted
2325,284691,1,6,iha,../TextSegmentation/corrected_10to20/284691.p,284691.p,accepted
2326,175149,1,0,vaNgeSvara,../TextSegmentation/corrected_10to20/175149.p,175149.p,accepted
2328,433493,5,0,vyAKyA,../TextSegmentation/corrected_10to20/433493.p,433493.p,accepted
2329,415406,2,13,jYAna,../TextSegmentation/corrected_10to20/415406.p,415406.p,accepted
2333,406273,0,12,SAnti,../TextSegmentation/corrected_10to20/406273.p,406273.p,accepted
2334,434596,1,0,asant,../TextSegmentation/corrected_10to20/434596.p,434596.p,accepted
2335,212518,0,0,suganDi,../TextSegmentation/corrected_10to20/212518.p,212518.p,accepted
2336,151622,0,0,prAduras,../TextSegmentation/corrected_10to20/151622.p,151622.p,accepted
2339,152758,1,10,cArin,../TextSegmentation/corrected_10to20/152758.p,152758.p,accepted
2340,415281,5,0,praRipat,../TextSegmentation/corrected_10to20/415281.p,415281.p,accepted
2342,171608,0,0,jaritAri,../TextSegmentation/corrected_10to20/171608.p,171608.p,accepted
2344,164237,0,0,hiraRmaya,../TextSegmentation/corrected_10to20/164237.p,164237.p,accepted
2345,213634,2,0,narmadA,../TextSegmentation/corrected_10to20/213634.p,213634.p,accepted
2346,20225,0,0,saMpaS,../TextSegmentation/corrected_10to20/20225.p,20225.p,accepted
2348,295515,2,5,aYj,../TextSegmentation/corrected_10to20/295515.p,295515.p,accepted
2349,159340,0,0,apramatta,../TextSegmentation/corrected_10to20/159340.p,159340.p,accepted
2350,18054,0,0,dEtya,../TextSegmentation/corrected_10to20/18054.p,18054.p,accepted
2351,216937,0,0,maYca,../TextSegmentation/corrected_10to20/216937.p,216937.p,accepted
2352,430078,6,0,pipIlika,../TextSegmentation/corrected_10to20/430078.p,430078.p,accepted
2353,441149,5,6,viSeza,../TextSegmentation/corrected_10to20/441149.p,441149.p,accepted
2354,434992,2,0,Bid,../TextSegmentation/corrected_10to20/434992.p,434992.p,accepted
2356,174465,5,7,upahan,../TextSegmentation/corrected_10to20/174465.p,174465.p,accepted
2357,244361,1,0,triPalA,../TextSegmentation/corrected_10to20/244361.p,244361.p,accepted
2360,22107,4,0,Bagavant,../TextSegmentation/corrected_10to20/22107.p,22107.p,rejected
2363,178844,1,0,aBiprepsu,../TextSegmentation/corrected_10to20/178844.p,178844.p,accepted
2364,156994,3,0,aBijYA,../TextSegmentation/corrected_10to20/156994.p,156994.p,accepted
2365,11880,3,0,jijYAsu,../TextSegmentation/corrected_10to20/11880.p,11880.p,accepted
2366,411545,4,0,avatf,../TextSegmentation/corrected_10to20/411545.p,411545.p,accepted
2367,174067,2,0,devI,../TextSegmentation/corrected_10to20/174067.p,174067.p,accepted
2369,441837,1,0,tarhi,../TextSegmentation/corrected_10to20/441837.p,441837.p,accepted
2370,240951,5,0,pitAmaha,../TextSegmentation/corrected_10to20/240951.p,240951.p,accepted
2371,409014,1,0,pratigam,../TextSegmentation/corrected_10to20/409014.p,409014.p,accepted
2372,413907,5,0,jAhnavI,../TextSegmentation/corrected_10to20/413907.p,413907.p,accepted
2374,2943,4,0,paramArTa,../TextSegmentation/corrected_10to20/2943.p,2943.p,accepted
2375,283450,2,0,saMvf,../TextSegmentation/corrected_10to20/283450.p,283450.p,accepted
2376,219662,0,0,aBedya,../TextSegmentation/corrected_10to20/219662.p,219662.p,accepted
2377,178213,4,0,pramATin,../TextSegmentation/corrected_10to20/178213.p,178213.p,accepted
2378,226083,1,0,pariDam,../TextSegmentation/corrected_10to20/226083.p,226083.p,accepted
2379,430132,0,4,pf,../TextSegmentation/corrected_10to20/430132.p,430132.p,accepted
2380,299817,1,0,vfzRi,../TextSegmentation/corrected_10to20/299817.p,299817.p,accepted
2381,197765,1,9,nirdiS,../TextSegmentation/corrected_10to20/197765.p,197765.p,accepted
2382,432217,3,0,sahita,../TextSegmentation/corrected_10to20/432217.p,432217.p,accepted
2383,246507,3,0,nandikeSvara,../TextSegmentation/corrected_10to20/246507.p,246507.p,accepted
2385,436909,4,0,vicitra,../TextSegmentation/corrected_10to20/436909.p,436909.p,accepted
2386,257766,0,0,dUratara,../TextSegmentation/corrected_10to20/257766.p,257766.p,accepted
2387,436402,4,0,pfTA,../TextSegmentation/corrected_10to20/436402.p,436402.p,accepted
2388,421939,2,0,jYA,../TextSegmentation/corrected_10to20/421939.p,421939.p,accepted
2389,214074,4,2,avanIpati,../TextSegmentation/corrected_10to20/214074.p,214074.p,accepted
2390,176389,4,0,virajas,../TextSegmentation/corrected_10to20/176389.p,176389.p,accepted
2392,244026,4,0,aBihan,../TextSegmentation/corrected_10to20/244026.p,244026.p,accepted
2393,239058,4,0,vipula,../TextSegmentation/corrected_10to20/239058.p,239058.p,accepted
2394,238434,3,0,DArmika,../TextSegmentation/corrected_10to20/238434.p,238434.p,accepted
2395,411166,0,0,udyam,../TextSegmentation/corrected_10to20/411166.p,411166.p,accepted
2396,153771,0,0,SEla,../TextSegmentation/corrected_10to20/153771.p,153771.p,accepted
2397,194700,1,0,Siva,../TextSegmentation/corrected_10to20/194700.p,194700.p,accepted
2400,214176,4,6,antarDA,../TextSegmentation/corrected_10to20/214176.p,214176.p,accepted
2401,191903,1,0,param,../TextSegmentation/corrected_10to20/191903.p,191903.p,accepted
2402,259616,0,0,Bagavant,../TextSegmentation/corrected_10to20/259616.p,259616.p,accepted
2403,176432,4,0,parivAray,../TextSegmentation/corrected_10to20/176432.p,176432.p,accepted
2404,246416,3,0,naradeSvara,../TextSegmentation/corrected_10to20/246416.p,246416.p,accepted
2405,157583,0,1,asTita,../TextSegmentation/corrected_10to20/157583.p,157583.p,accepted
2406,230180,0,0,triPalA,../TextSegmentation/corrected_10to20/230180.p,230180.p,accepted
2407,264788,1,4,mahA,../TextSegmentation/corrected_10to20/264788.p,264788.p,accepted
2409,161911,2,0,ganDavant,../TextSegmentation/corrected_10to20/161911.p,161911.p,accepted
2411,410714,3,0,ajeya,../TextSegmentation/corrected_10to20/410714.p,410714.p,accepted
2412,441895,1,0,tftIyA,../TextSegmentation/corrected_10to20/441895.p,441895.p,accepted
2414,293829,4,5,samman,../TextSegmentation/corrected_10to20/293829.p,293829.p,accepted
2415,161399,4,0,Acar,../TextSegmentation/corrected_10to20/161399.p,161399.p,accepted
2416,409345,0,0,mAtali,../TextSegmentation/corrected_10to20/409345.p,409345.p,accepted
2417,298677,5,0,SarIrin,../TextSegmentation/corrected_10to20/298677.p,298677.p,accepted
2418,200089,1,0,puzwi,../TextSegmentation/corrected_10to20/200089.p,200089.p,accepted
2419,205052,4,0,vinDyavAsinI,../TextSegmentation/corrected_10to20/205052.p,205052.p,accepted
2420,294355,0,0,apamftyu,../TextSegmentation/corrected_10to20/294355.p,294355.p,accepted
2421,428575,2,9,samBU,../TextSegmentation/corrected_10to20/428575.p,428575.p,accepted
2422,206363,2,0,saMdeha,../TextSegmentation/corrected_10to20/206363.p,206363.p,accepted
2423,266547,3,0,vizRu,../TextSegmentation/corrected_10to20/266547.p,266547.p,accepted
2424,283221,0,5,yajYa,../TextSegmentation/corrected_10to20/283221.p,283221.p,accepted
2425,407344,0,0,Bagavant,../TextSegmentation/corrected_10to20/407344.p,407344.p,accepted
2426,411090,0,0,vidurA,../TextSegmentation/corrected_10to20/411090.p,411090.p,accepted
2427,411655,6,0,kaScana,../TextSegmentation/corrected_10to20/411655.p,411655.p,accepted
2428,257511,0,10,samudBU,../TextSegmentation/corrected_10to20/257511.p,257511.p,accepted
2429,441903,0,0,zazWI,../TextSegmentation/corrected_10to20/441903.p,441903.p,accepted
2431,285736,4,0,pariSuz,../TextSegmentation/corrected_10to20/285736.p,285736.p,accepted
2433,265693,2,0,prAp,../TextSegmentation/corrected_10to20/265693.p,265693.p,accepted
2434,151539,1,0,priya,../TextSegmentation/corrected_10to20/151539.p,151539.p,accepted
2435,12739,1,0,SoRita,../TextSegmentation/corrected_10to20/12739.p,12739.p,accepted
2437,167317,1,0,praboDay,../TextSegmentation/corrected_10to20/167317.p,167317.p,accepted
2438,274732,0,0,Svapada,../TextSegmentation/corrected_10to20/274732.p,274732.p,accepted
2439,416819,0,10,aBirUpa,../TextSegmentation/corrected_10to20/416819.p,416819.p,accepted
2440,225325,1,0,siD,../TextSegmentation/corrected_10to20/225325.p,225325.p,accepted
2441,150554,2,0,saMcintay,../TextSegmentation/corrected_10to20/150554.p,150554.p,accepted
2443,245070,5,0,Agam,../TextSegmentation/corrected_10to20/245070.p,245070.p,accepted
2444,441041,0,0,kiMca,../TextSegmentation/corrected_10to20/441041.p,441041.p,accepted
2445,418470,2,5,rUpin,../TextSegmentation/corrected_10to20/418470.p,418470.p,accepted
2446,422803,0,0,ina,../TextSegmentation/corrected_10to20/422803.p,422803.p,accepted
2447,269396,0,12,Sizya,../TextSegmentation/corrected_10to20/269396.p,269396.p,accepted
2448,212250,2,0,padAti,../TextSegmentation/corrected_10to20/212250.p,212250.p,accepted
2449,160574,1,0,ganDakatEla,../TextSegmentation/corrected_10to20/160574.p,160574.p,accepted
2450,268459,2,0,yaTAsvam,../TextSegmentation/corrected_10to20/268459.p,268459.p,accepted
2452,431995,6,0,avasfj,../TextSegmentation/corrected_10to20/431995.p,431995.p,accepted
2453,411489,3,0,jYA,../TextSegmentation/corrected_10to20/411489.p,411489.p,accepted
2454,218715,0,0,hutASana,../TextSegmentation/corrected_10to20/218715.p,218715.p,accepted
2456,409615,4,0,paritApa,../TextSegmentation/corrected_10to20/409615.p,409615.p,accepted
2457,432836,3,0,praRI,../TextSegmentation/corrected_10to20/432836.p,432836.p,accepted
2458,243130,3,2,ambuda,../TextSegmentation/corrected_10to20/243130.p,243130.p,accepted
2459,13609,0,0,kali,../TextSegmentation/corrected_10to20/13609.p,13609.p,accepted
2460,206022,2,0,viSezAt,../TextSegmentation/corrected_10to20/206022.p,206022.p,accepted
2461,258743,1,0,ati,../TextSegmentation/corrected_10to20/258743.p,258743.p,accepted
2462,294646,5,6,anuttama,../TextSegmentation/corrected_10to20/294646.p,294646.p,accepted
2463,198770,1,0,gulmapratizeDa,../TextSegmentation/corrected_10to20/198770.p,198770.p,accepted
2464,165124,1,0,niveSana,../TextSegmentation/corrected_10to20/165124.p,165124.p,accepted
2465,429399,0,0,Danvantari,../TextSegmentation/corrected_10to20/429399.p,429399.p,accepted
2466,159035,1,0,pura,../TextSegmentation/corrected_10to20/159035.p,159035.p,accepted
2467,227137,1,0,sitA,../TextSegmentation/corrected_10to20/227137.p,227137.p,accepted
2468,425540,0,0,jAti,../TextSegmentation/corrected_10to20/425540.p,425540.p,accepted
2469,280181,1,0,vizRu,../TextSegmentation/corrected_10to20/280181.p,280181.p,accepted
2470,409567,0,3,ahita,../TextSegmentation/corrected_10to20/409567.p,409567.p,accepted
2471,170983,0,0,jaritA,../TextSegmentation/corrected_10to20/170983.p,170983.p,accepted
2472,11673,0,0,itaratra,../TextSegmentation/corrected_10to20/11673.p,11673.p,accepted
2473,404580,3,0,nihan,../TextSegmentation/corrected_10to20/404580.p,404580.p,accepted
2475,288300,4,0,vizRu,../TextSegmentation/corrected_10to20/288300.p,288300.p,accepted
2477,411994,5,0,vipravAsay,../TextSegmentation/corrected_10to20/411994.p,411994.p,accepted
2478,267021,2,0,trikUwa,../TextSegmentation/corrected_10to20/267021.p,267021.p,accepted
2479,276069,2,12,BUzay,../TextSegmentation/corrected_10to20/276069.p,276069.p,accepted
2480,230923,0,6,avantisoma,../TextSegmentation/corrected_10to20/230923.p,230923.p,accepted
2481,250925,2,0,Darmaputra,../TextSegmentation/corrected_10to20/250925.p,250925.p,accepted
2482,437043,0,0,AhvA,../TextSegmentation/corrected_10to20/437043.p,437043.p,accepted
2483,247028,1,0,nityam,../TextSegmentation/corrected_10to20/247028.p,247028.p,accepted
2485,1889,1,0,sakAraka,../TextSegmentation/corrected_10to20/1889.p,1889.p,accepted
2486,20806,4,0,jagant,../TextSegmentation/corrected_10to20/20806.p,20806.p,accepted
2487,204794,0,0,anAhata,../TextSegmentation/corrected_10to20/204794.p,204794.p,accepted
2488,14838,1,0,nABi,../TextSegmentation/corrected_10to20/14838.p,14838.p,accepted
2489,418018,0,0,oM,../TextSegmentation/corrected_10to20/418018.p,418018.p,accepted
2490,282920,3,2,alakzya,../TextSegmentation/corrected_10to20/282920.p,282920.p,accepted
2491,172000,3,0,hanumant,../TextSegmentation/corrected_10to20/172000.p,172000.p,accepted
2492,251770,3,8,Adi,../TextSegmentation/corrected_10to20/251770.p,251770.p,accepted
2493,217141,1,5,sic,../TextSegmentation/corrected_10to20/217141.p,217141.p,accepted
2496,287910,1,8,tatpuruza,../TextSegmentation/corrected_10to20/287910.p,287910.p,accepted
2498,418051,3,0,yajYa,../TextSegmentation/corrected_10to20/418051.p,418051.p,accepted
2499,223047,2,11,saMsTA,../TextSegmentation/corrected_10to20/223047.p,223047.p,accepted
2500,418435,2,0,paramAtman,../TextSegmentation/corrected_10to20/418435.p,418435.p,accepted
2502,228395,2,0,kAnti,../TextSegmentation/corrected_10to20/228395.p,228395.p,accepted
2503,270877,3,5,vArDi,../TextSegmentation/corrected_10to20/270877.p,270877.p,accepted
2505,293511,2,0,AliK,../TextSegmentation/corrected_10to20/293511.p,293511.p,accepted
2506,250793,0,0,saptan,../TextSegmentation/corrected_10to20/250793.p,250793.p,accepted
2508,274601,1,6,pratigraha,../TextSegmentation/corrected_10to20/274601.p,274601.p,accepted
2509,248250,1,0,sahita,../TextSegmentation/corrected_10to20/248250.p,248250.p,accepted
2510,291269,3,0,upakf,../TextSegmentation/corrected_10to20/291269.p,291269.p,accepted
2511,226634,1,0,kAsa,../TextSegmentation/corrected_10to20/226634.p,226634.p,accepted
2513,244923,4,0,divya,../TextSegmentation/corrected_10to20/244923.p,244923.p,accepted
2516,207139,4,0,pradApay,../TextSegmentation/corrected_10to20/207139.p,207139.p,accepted
2517,277661,1,0,sADay,../TextSegmentation/corrected_10to20/277661.p,277661.p,accepted
2518,441259,0,0,kvacid,../TextSegmentation/corrected_10to20/441259.p,441259.p,accepted
2520,434390,3,0,vESvAnara,../TextSegmentation/corrected_10to20/434390.p,434390.p,accepted
2522,279192,1,0,nipat,../TextSegmentation/corrected_10to20/279192.p,279192.p,accepted
2523,272399,4,0,udDf,../TextSegmentation/corrected_10to20/272399.p,272399.p,accepted
2524,295761,5,0,naBastala,../TextSegmentation/corrected_10to20/295761.p,295761.p,accepted
2525,152229,1,0,prezay,../TextSegmentation/corrected_10to20/152229.p,152229.p,accepted
2526,260237,4,0,duratikrama,../TextSegmentation/corrected_10to20/260237.p,260237.p,accepted
2527,243390,1,0,vanDyA,../TextSegmentation/corrected_10to20/243390.p,243390.p,accepted
2528,249481,3,0,pradakziRa,../TextSegmentation/corrected_10to20/249481.p,249481.p,accepted
2529,204901,0,11,aByas,../TextSegmentation/corrected_10to20/204901.p,204901.p,accepted
2531,411195,1,3,iha,../TextSegmentation/corrected_10to20/411195.p,411195.p,accepted
2532,275095,0,0,tulay,../TextSegmentation/corrected_10to20/275095.p,275095.p,accepted
2534,155982,3,0,vitta,../TextSegmentation/corrected_10to20/155982.p,155982.p,accepted
2535,299658,6,0,jihIrzu,../TextSegmentation/corrected_10to20/299658.p,299658.p,accepted
2536,274787,1,0,viMSati,../TextSegmentation/corrected_10to20/274787.p,274787.p,accepted
2537,177960,2,0,anuparI,../TextSegmentation/corrected_10to20/177960.p,177960.p,accepted
2538,250207,0,0,vasudeva,../TextSegmentation/corrected_10to20/250207.p,250207.p,accepted
2539,237218,4,0,pUjay,../TextSegmentation/corrected_10to20/237218.p,237218.p,accepted
2540,410804,0,0,nigrah,../TextSegmentation/corrected_10to20/410804.p,410804.p,accepted
2541,420086,0,10,uddiS,../TextSegmentation/corrected_10to20/420086.p,420086.p,accepted
2542,176946,1,0,AKyA,../TextSegmentation/corrected_10to20/176946.p,176946.p,accepted
2543,427149,1,0,siD,../TextSegmentation/corrected_10to20/427149.p,427149.p,accepted
2544,436185,2,4,apUpa,../TextSegmentation/corrected_10to20/436185.p,436185.p,accepted
2545,229406,0,0,nityam,../TextSegmentation/corrected_10to20/229406.p,229406.p,accepted
2547,177333,1,1,ekaSata,../TextSegmentation/corrected_10to20/177333.p,177333.p,accepted
